# DEGENERATE GEOMETRY CSV FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# NUMBER OF COMPONENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.26E-02,-5.35E-02,7.31E-02,5.00E-02,3.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.26E-02,-2.86E-02,8.60E-02,5.00E-02,3.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.26E-02,0.00E+00,9.06E-02,5.00E-02,4.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,0.00E+00,1.73E-01,1.00E-01,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,5.45E-02,1.64E-01,1.00E-01,2.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,1.02E-01,1.39E-01,1.00E-01,4.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,1.39E-01,1.02E-01,1.00E-01,6.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,1.64E-01,5.45E-02,1.00E-01,8.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,1.73E-01,0.00E+00,1.00E-01,1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,1.64E-01,-5.45E-02,1.00E-01,1.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,1.39E-01,-1.02E-01,1.00E-01,1.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,1.02E-01,-1.39E-01,1.00E-01,1.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,5.45E-02,-1.64E-01,1.00E-01,1.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,0.00E+00,-1.73E-01,1.00E-01,2.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,-5.45E-02,-1.64E-01,1.00E-01,2.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,-1.02E-01,-1.39E-01,1.00E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,-1.39E-01,-1.02E-01,1.00E-01,2.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,-1.64E-01,-5.45E-02,1.00E-01,2.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,-1.73E-01,0.00E+00,1.00E-01,3.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,-1.64E-01,5.45E-02,1.00E-01,3.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,-1.39E-01,1.02E-01,1.00E-01,3.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,-1.02E-01,1.39E-01,1.00E-01,3.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,-5.45E-02,1.64E-01,1.00E-01,3.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.81E-01,0.00E+00,1.73E-01,1.00E-01,4.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,0.00E+00,2.46E-01,1.50E-01,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,7.79E-02,2.34E-01,1.50E-01,2.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,1.45E-01,1.99E-01,1.50E-01,4.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,1.99E-01,1.45E-01,1.50E-01,6.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,2.34E-01,7.79E-02,1.50E-01,8.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,2.46E-01,0.00E+00,1.50E-01,1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,2.34E-01,-7.79E-02,1.50E-01,1.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,1.99E-01,-1.45E-01,1.50E-01,1.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,1.45E-01,-1.99E-01,1.50E-01,1.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,7.79E-02,-2.34E-01,1.50E-01,1.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,0.00E+00,-2.46E-01,1.50E-01,2.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,-7.79E-02,-2.34E-01,1.50E-01,2.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,-1.45E-01,-1.99E-01,1.50E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,-1.99E-01,-1.45E-01,1.50E-01,2.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,-2.34E-01,-7.79E-02,1.50E-01,2.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,-2.46E-01,0.00E+00,1.50E-01,3.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,-2.34E-01,7.79E-02,1.50E-01,3.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,-1.99E-01,1.45E-01,1.50E-01,3.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,-1.45E-01,1.99E-01,1.50E-01,3.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,-7.79E-02,2.34E-01,1.50E-01,3.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.94E-01,0.00E+00,2.46E-01,1.50E-01,4.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,0.00E+00,3.13E-01,2.00E-01,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,9.87E-02,2.97E-01,2.00E-01,2.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,1.85E-01,2.52E-01,2.00E-01,4.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,2.52E-01,1.85E-01,2.00E-01,6.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,2.97E-01,9.87E-02,2.00E-01,8.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,3.13E-01,0.00E+00,2.00E-01,1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,2.97E-01,-9.87E-02,2.00E-01,1.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,2.52E-01,-1.85E-01,2.00E-01,1.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,1.85E-01,-2.52E-01,2.00E-01,1.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,9.87E-02,-2.97E-01,2.00E-01,1.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,0.00E+00,-3.13E-01,2.00E-01,2.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,-9.87E-02,-2.97E-01,2.00E-01,2.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,-1.85E-01,-2.52E-01,2.00E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,-2.52E-01,-1.85E-01,2.00E-01,2.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,-2.97E-01,-9.87E-02,2.00E-01,2.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,-3.13E-01,0.00E+00,2.00E-01,3.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,-2.97E-01,9.87E-02,2.00E-01,3.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,-2.52E-01,1.85E-01,2.00E-01,3.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,-1.85E-01,2.52E-01,2.00E-01,3.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,-9.87E-02,2.97E-01,2.00E-01,3.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.24E-01,0.00E+00,3.13E-01,2.00E-01,4.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,0.00E+00,3.71E-01,2.50E-01,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,1.17E-01,3.52E-01,2.50E-01,2.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,2.19E-01,3.00E-01,2.50E-01,4.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,3.00E-01,2.19E-01,2.50E-01,6.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,3.52E-01,1.17E-01,2.50E-01,8.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,3.71E-01,0.00E+00,2.50E-01,1.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,3.52E-01,-1.17E-01,2.50E-01,1.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,3.00E-01,-2.19E-01,2.50E-01,1.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,2.19E-01,-3.00E-01,2.50E-01,1.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,1.17E-01,-3.52E-01,2.50E-01,1.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,0.00E+00,-3.71E-01,2.50E-01,2.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,-1.17E-01,-3.52E-01,2.50E-01,2.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,-2.19E-01,-3.00E-01,2.50E-01,2.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,-3.00E-01,-2.19E-01,2.50E-01,2.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,-3.52E-01,-1.17E-01,2.50E-01,2.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,-3.71E-01,0.00E+00,2.50E-01,3.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,-3.52E-01,1.17E-01,2.50E-01,3.20E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,-3.00E-01,2.19E-01,2.50E-01,3.40E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,-2.19E-01,3.00E-01,2.50E-01,3.60E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,-1.17E-01,3.52E-01,2.50E-01,3.80E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.70E-01,0.00E+00,3.71E-01,2.50E-01,4.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.33E-01,0.00E+00,4.23E-01,3.00E-01,0.00E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.33E-01,1.34E-01,4.02E-01,3.00E-01,2.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.33E-01,2.50E-01,3.42E-01,3.00E-01,4.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.33E-01,3.42E-01,2.50E-01,3.00E-01,6.00E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
